Status;Title;Ident Code;Criteria C;Criteria;Qualifying;#Qualifyin;Supporting;#Supportin;Region;Region Cod;Location;Location C;Area Squar;Month Subm;Year Submi;Month Clas;Year Class;Month Modi;Year Modif;Details
IMMA;Kaikoura IMMA;14ANSEIO202022IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C2, D2;Cephalorhynchus hectori, Balaenoptera musculus, Arctocephalus forsteri;3;Megaptera novaeangliae, Balaenoptera borealis, Balaenoptera physalus, Eubalaena australis, Lissodelphis peronii, Tursiops truncatus, Delphinus delphis, Orcinus orca, Globicephala melas, Hydrurga leptonyx, Mirounga leonina;11;Australia, New Zealand and Southest Indian Ocean;ANSEIO;New Zealand;NZL;5902;2;2020;7;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/kaikoura/
IMMA;Kaimana, West Papua IMMA;13NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C2;Sousa sahulensis, Tursiops aduncus, Balaenoptera edeni, Dugong dugon;4;Stenella longirostris, Stenella attenuata;2;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Indonesia;IDN;2173;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/kaimana-west-papua/
IMMA;Kaliakra to Danube Delta IMMA;07BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C2;Phocoena phocoena, Tursiops truncatus;2;Delphinus delphis;1;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Bulgaria, Romania, Ukraine;BGR, ROU, UKR;15445;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/kaliakra-to-danube-delta-imma
IMMA;Karadag and Opuk IMMA;08BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D1;Tursiops truncatus;1;Delphinus delphis, Phocoena phocoena;2;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Ukraine;UKR;2079;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/karadag-and-opuk-imma
IMMA;Karkinit and Dzharylhach Gulfs IMMA;09BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2;Delphinus delphis, Phocoena phocoena, Tursiops truncatus;3;;;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Ukraine;UKR;4313;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/karkinit-and-dzharylhach-gulfs-imma
IMMA;Kelibia IMMA;16MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Tursiops truncatus;1;;;Mediterranean;MEDSEA;Tunisia;TUN;348;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/kelibia/
IMMA;Kerch Strait and Taman Bay IMMA;10BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C2, C3;Phocoena phocoena;1;Tursiops truncatus;1;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Russia, Ukraine;RUS, UKR;703;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/kerch-strait-and-taman-bay-imma
IMMA;Kien Giang and Kep Archipelago IMMA;14NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2;Orcaella brevirostris, Dugong dugon;2;Neophocaena phocaenoides, Tursiops aduncus, Pseudorca crassidens, Sousa chinensis, Stenella attenuata, Balaenoptera edeni;6;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Cambodia, Vietnam;KHM, VNM;8889;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/kien-giang-kep-archipelago/
IMMA;Kikori Delta IMMA;05PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, B2, C1, C2;Orcaella heinsohni, Sousa sahulensis;2;Tursiops aduncus, Dugong dugon;2;Pacific Islands;PACISL;Papua New Guinea;PNG;2032;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/kikori-delta/
IMMA;Kisite-Shimoni IMMA;12WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1;Tursiops aduncus, Sousa plumbea, Megaptera novaeangliae;3;Dugong dugon, Stenella longirostris;2;Western Indian Ocean and Arabian Seas;WIOCAS;Keyna, Tanzania;KEN, TZA;743;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/kisite-shimoni/
IMMA;Kona Coast of Hawaii Island IMMA;06PACISL171717IMMA;Criterion B - Distribution and Abundance, Criterion D - Special Attributes;B1, B2, D1;Stenella longirostris;1;;;Pacific Islands;PACISL;United States;USA;97;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/kona-coast-hawaii-island/
IMMA;Kuching Bay IMMA;15NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides;3;Tursiops aduncus;1;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Malaysia;MYS;475;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/kuching-bay/
IMMA;La Paz Bay IMMA;25SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B1, C1, C2, D2;Arctocephalus philippii, Zalophus californianus;2;Tursiops truncatus, Delphinus delphis, Megaptera novaeangliae, Balaenoptera musculus, Orcinus orca, Balaenoptera edeni, Balaenoptera physalus, Globicephala macrorhynchus, Grampus griseus, Physeter macrocephalus;10;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico;MEX;4929;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/la-paz-bay-and-surrounding-islands-imma
IMMA;Laje de Santos - Ilha Grande IMMA;10SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, C3, D2;Pontoporia blainvillei, Sotalia guianensis, Stenella frontalis, Steno bredanensis, Tursiops truncatus,  Megaptera novaeangliae, Balaenoptera edeni, Eubalaena australis;8;Delphinus delphis, Orcinus orca, Balaenoptera acutorostrata, Balaenoptera physalus;4;South West Atlantic Ocean;SWATLO;Brazil;BRA;10606;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/laje-de-santos-ilha-grande-imma
IMMA;Lakshadweep Archipelago IMMA;13WIOCAS191919IMMA;Criterion D - Special Attributes;D2;;;Tursiops aduncus, Stenella longirostris, Tursiops truncatus, Globicephala macrorhynchus, Grampus griseus, Stenella attenuata, Stenella coeruleoalba, Pseudorca crassidens, Feresa attenuata, Kogia sima, Physeter macrocephalus, ...;14;Western Indian Ocean and Arabian Seas;WIOCAS;India;IND;90180;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/lakshadweep-archipelago
IMMA;Lampedusa IMMA;17MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Balaenoptera physalus, Tursiops truncatus;2;Delphinus delphis, Stenella coeruleoalba;2;Mediterranean;MEDSEA;Italy, Tunisia;ITA, TUN;17527;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/lampedusa/
IMMA;Lamu Offshore IMMA;14WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability;A;Balaenoptera musculus;1;Balaenoptera edeni, Globicephala macrorhynchus, Grampus griseus, Indopacetus pacificus, Megaptera novaeangliae, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella longirostris, Tursiops truncatus;10;Western Indian Ocean and Arabian Seas;WIOCAS;Keyna, Somalia, High Seas;KEN, SOM, ABNJ;62750;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/lamu-offshore/
IMMA;Macquarie Island Ridge IMMA;06EXSOOC182020IMMA;Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;C1, C2, D2;Arctocephalus gazella, Arctocephalus tropicalis, Arctocephalus forsteri, Mirounga leonina, Orcinus orca;5;Physeter macrocephalus, Megaptera novaeangliae, Eubalaena australis, Balaenoptera acutorostrata, Berardius arnuxii, Mesoplodon bowdoini, Mesoplodon layardii, Ziphius cavirostris, Globicephala melas, Phocoena dioptrica, Lissodelphis peronii;11;Extended Southern Ocean;EXSOOC;Macquarie Island;AUS;11851;10;2018;5;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/macquarie-island-ridge/
IMMA;Madagascar Central East Coast IMMA;15WIOCAS191919IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1, C3;Megaptera novaeangliae;1;Feresa attenuata, Indopacetus pacificus, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris;8;Western Indian Ocean and Arabian Seas;WIOCAS;Madagascar;MDG;59940;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/madagascar-central-east-coast/
IMMA;Madeira and Desertas Islands IMMA;01NEATLO181922IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Monachus monachus;1;Tursiops truncatus;1;Northeast Atlantic Ocean;NEATLO;Madeira;PRT;759;4;2018;1;2019;1;2022;https://www.marinemammalhabitat.org/portfolio-item/madeira-desertas-islands/
IMMA;Magdalena-Puyuhuapi IMMA;26SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1, B2;Cephalorhynchus eutropia, Lagenorhynchus australis;2;Phocoena spinipinnis, Tursiops truncatus, Orcinus orca, Otaria byronia, Lontra provocax;5;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;440;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/magdalena-puyuhuapi-imma
IMMA;Main Hawaiian Archipelago IMMA;07PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, D2;Stenella longirostris, Tursiops truncatus, Feresa attenuata, Globicephala macrorhynchus, Mesoplodon densirostris, Peponocephala electra, Kogia sima, Stenella attenuata, Steno bredanensis, Ziphius cavirostris, Pseudorca crassidens, Megaptera novaeangliae;12;Neomonachus schauinslandi, Stenella coeruleoalba, Steno bredanensis, Grampus griseus, Kogia breviceps, Physeter macrocephalus, Indopacetus pacificus, Balaenoptera physalus, Balaenoptera acutorostrata, Balaenoptera borealis;10;Pacific Islands;PACISL;United States;USA;61950;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/main-hawaiian-archipelago/
IMMA;Main Hawaiian Islands IMMA;08PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Neomonachus schauinslandi;1;Stenella longirostris, Tursiops truncatus, Feresa attenuata, Globicephala macrorhynchus, Kogia sima, Mesoplodon densirostris, Peponocephala electra, Stenella attenuata, Steno bredanensis, Ziphius cavirostris, Pseudorca crassidens, Megaptera novaeangliae;12;Pacific Islands;PACISL;United States;USA;6396;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/main-hawaiian-islands/
IMMA;Main Solomon Islands IMMA;09PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, B2, D2;Tursiops aduncus, Dugong dugon, Balaenoptera omurai;3;Physeter macrocephalus, Peponocephala electra, Mesoplodon densirostris, Lagenodelphis hosei, Kogia breviceps, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Balaenoptera acutorostrata, Orcinus orca, ...;18;Pacific Islands;PACISL;Papua New Guinea, Solomon Islands;PNG, SLB;278494;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/main-solomon-islands/ ?
IMMA;Malampaya Sound IMMA;16NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, D1;Orcaella brevirostris;1;Tursiops truncatus;1;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Philippines;PHL;197;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/malampaya-sound/
IMMA;Maldives Archipelago and Adjacent Oceanic Waters IMMA;16WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C1, C2, D2;Balaenoptera musculus, Megaptera novaeangliae, Physeter macrocephalus, Stenella longirostris, Stenella attenuata;5;Balaenoptera edeni, Kogia sima, Orcinus orca, Pseudorca crassidens, Globicephala macrorhynchus, Feresa attenuata, Peponocephala electra, Stenella coeruleoalba, Tursiops aduncus, Tursiops truncatus, Grampus griseus, Steno bredanensis, ...;17;Western Indian Ocean and Arabian Seas;WIOCAS;India, Maldives;IND, MDV;166500;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/maldives-archipelago-adjacent-oceanic-waters/
IMMA;Manatee Estuarine Complex IMMA;08SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2;Trichechus manatus;1;Sotalia guianensis;1;South West Atlantic Ocean;SWATLO;Brazil;BRA;120;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/manatee-estuarine-complex-imma
IMMA;Mapoon to Aurukun IMMA;15ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Orcaella heinsohni, Sousa sahulensis;2;Tursiops aduncus, Pseudorca crassidens, Orcinus orca, Stenella longirostris;4;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;3905;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/mapoon-aurukun/
IMMA;Marine Mammal Coastal Corridor in Northern Argentina IMMA;21SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, C3, D1, D2;Pontoporia blainvillei, Tursiops truncatus gephyreus, Tursiops truncatus truncatus, Eubalaena australis, Otaria byronia, Arctocephalus australis, Megaptera novaeangliae, Delphinus delphis;8;Lagenorhynchus obscurus, Mirounga leonina, Phocoena spinipinnis, Orcinus orca, Lagenorhynchus obscurus;5;South West Atlantic Ocean;SWATLO;Argentina, Uruguay;ARG, URY;93116;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/marine-mammal-coastal-corridor-in-northern-argentina-imma
IMMA;Marlborough Sounds and Cook Strait IMMA;16ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, C1, C2, C3;Balaenoptera musculus, Berardius arnuxii, Ziphius cavirostris, Lagenorhynchus obscurus, Mesoplodon grayi, Cephalorhynchus hectori, Megaptera novaeangliae, Orcinus orca, Arctocephalus forsteri, Phocarctos hookeri;10;Mesoplodon bowdoini, Balaenoptera bonaerensis, Tursiops truncatus, Delphinus delphis, Pseudorca crassidens, Balaenoptera physalus, Hydrurga leptonyx, Globicephala melas, Kogia breviceps, Mirounga leonina, Lissodelphis peronii;11;Australia, New Zealand and Southest Indian Ocean;ANSEIO;New Zealand;NZL;22403;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/marlborough-sounds-cook-strait/
IMMA;Marquesas Archipelago IMMA;10PACISL171717IMMA;Criterion B - Distribution and Abundance, Criterion D - Special Attributes;B2, D1, D2;Peponocephala electra, Stenella longirostris;2;Physeter macrocephalus, Megaptera novaeangliae, Mesoplodon densirostris, Lagenodelphis hosei, Kogia sima, Ziphius cavirostris, Globicephala macrorhynchus, Pseudorca crassidens, Feresa attenuata, Orcinus orca, Stenella attenuata, Steno bredanensis, ...;14;Pacific Islands;PACISL;French Polynesia;PYF;100460;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/marquesas-archipelago/
IMMA;Mascarene Islands and Associated Oceanic Features IMMA;17WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C3, D2;Physeter macrocephalus, Tursiops aduncus, Tursiops truncatus, Stenella longirostris, Megaptera novaeangliae;5;Balaenoptera bonaerensis, Balaenoptera physalus, Eubalaena australis, Feresa attenuata, Globicephala macrorhynchus, Grampus griseus, Indopacetus pacificus, Kogia sima, Lagenodelphis hosei, Mesoplodon densirostris, Orcinus orca, ...;17;Western Indian Ocean and Arabian Seas;WIOCAS;Mauritius, Reunion;MUS, REU;256900;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/mascarene-islands-associated-oceanic-features
IMMA;Matang Mangroves and Coastal Waters IMMA;17NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2;Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides;3;Tursiops aduncus, Stenella longirostris;2;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Malaysia;MYS;2386;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/matang-mangroves-coastal-waters/
IMMA;Menai Bay IMMA;18WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Tursiops aduncus, Sousa plumbea;2;Megaptera novaeangliae, Tursiops truncatus;2;Western Indian Ocean and Arabian Seas;WIOCAS;Tanzania;TZA;666;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/menai-bay/
IMMA;Mersing Archipelago IMMA;18NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D1;Dugong dugon;1;Neophocaena phocaenoides, Orcaella brevirostris, Sousa chinensis, Tursiops aduncus, Delphinus delphis;5;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Malaysia;MYS;1244;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/mersing-archipelago/
IMMA;Miani Hor IMMA;19WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Sousa plumbea, Neophocaena phocaenoides;2;Tursiops aduncus;1;Western Indian Ocean and Arabian Seas;WIOCAS;Pakistan;PAK;471;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/miani-hor/
IMMA;Moreton Bay IMMA;17ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1;Sousa sahulensis, Dugong dugon, Tursiops aduncus;3;Megaptera novaeangliae, Tursiops truncatus, Eubalaena australis, Delphinus delphis, Arctocephalus forsteri, Balaenoptera edeni, Balaenoptera acutorostrata;7;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;4229;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/moreton-bay/
IMMA;Mozambique Coastal Breeding Grounds IMMA;20WIOCAS191919IMMA;Criterion C - Key Life Cycle Activities;C1;Megaptera novaeangliae;1;Delphinus delphis, Eubalaena australis, Orcinus orca, Sousa plumbea, Stenella longirostris, Tursiops aduncus;6;Western Indian Ocean and Arabian Seas;WIOCAS;Mozambique, South Africa;MOZ, ZAF;89420;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/mozambique-coastal-breeding-grounds/
IMMA;Muscat Coastal Waters and Offshore Canyons IMMA;21WIOCAS191919IMMA;Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;C1, C2, D2;Stenella longirostris, Delphinus delphis, Tursiops truncatus, Balaenoptera edeni, Grampus griseus, Physeter macrocephalus, Pseudorca crassidens;7;Balaenoptera musculus, Feresa attenuata, Kogia sima, Megaptera novaeangliae, Orcinus orca, Stenella attenuata, Stenella coeruleoalba;7;Western Indian Ocean and Arabian Seas;WIOCAS;Oman;OMN;5380;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/muscat-coastal-waters-offshore-canyons/
IMMA;Nakhiloo Coastal Waters IMMA;22WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1;Sousa plumbea, Neophocaena phocaenoides;2;Balaenoptera edeni, Stenella longirostris, Delphinus delphis;3;Western Indian Ocean and Arabian Seas;WIOCAS;Iran;IRN;486;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/nakhiloo-coastal-waters/
IMMA;New Caledonia Southern Seamounts and Banks IMMA;11PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, D1;Megaptera novaeangliae;1;;;Pacific Islands;PACISL;New Caledonia;NCL;18758;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/new-caledonia-southern-seamounts/
IMMA;New Caledonian Lagoons and Shelf Waters IMMA;12PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1;Megaptera novaeangliae, Dugong dugon, Tursiops aduncus;3;Stenella longirostris, Balaenoptera acutorostrata, Balaenoptera omurai;3;Pacific Islands;PACISL;New Caledonia;NCL;27799;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/new-caledonian-main-island-lagoons-and-shelf/
IMMA;New Zealand Subantarctic Islands IMMA;07EXSOOC182022IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Phocarctos hookeri, Eubalaena australis, Arctocephalus forsteri, Mirounga leonina;4;Lagenorhynchus obscurus, Lagenorhynchus cruciger, Megaptera novaeangliae, Balaenoptera physalus, Balaenoptera musculus, Globicephala melas, Physeter macrocephalus, Orcinus orca, Hydrurga leptonyx;9;Extended Southern Ocean;EXSOOC;New Zealand;NZL;105928;10;2018;5;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/new-zealand-subantarctic-islands/
IMMA;Ningaloo Reef to Montebello Islands IMMA;18ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Sousa sahulensis, Dugong dugon, Megaptera novaeangliae;3;Tursiops aduncus, Balaenoptera musculus, Orcaella heinsohni, Balaenoptera acutorostrata, Orcinus orca, Eubalaena australis, Balaenoptera omurai, Balaenoptera physalus, Pseudorca crassidens;9;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;19938;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/ningaloo-reef-montebello-islands/
IMMA;North East Arabian Sea IMMA;23WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C2, D2;Megaptera novaeangliae, Balaenoptera musculus, Kogia sima, Kogia breviceps, Tursiops aduncus, Stenella longirostris;6;Sousa plumbea, Balaenoptera edeni, Stenella attenuata, Steno bredanensis, Stenella coeruleoalba, Orcinus orca, Indopacetus pacificus, Ziphius cavirostris, Grampus griseus;9;Western Indian Ocean and Arabian Seas;WIOCAS;India, Pakistan;IND, PAK;147200;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/north-east-arabian-sea/
IMMA;North West Mediterranean Sea, Slope and Canyon System IMMA;18MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D2;Balaenoptera physalus, Physeter macrocephalus, Grampus griseus;3;Stenella coeruleoalba, Globicephala melas, Delphinus delphis, Ziphius cavirostris, Tursiops truncatus;5;Mediterranean;MEDSEA;France, Italy, Monaco, Spain;FRA, ITA, MCO, ESP;145297;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/north-western-mediterranean-sea-slope-canyon-system/
IMMA;North-east Falklands (Malvinas) Right Whale Wintering Area IMMA;26SWATLO222323IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1;Eubalaena australis;1;Balaenoptera borealis, Lagenorhynchus australis, Cephalorhynchus commersonii, Orcinus orca, Megaptera novaeangliae, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Arctocephalus australis, Otaria byronia;9;South West Atlantic Ocean;SWATLO;Falkland Islands (Malvinas);FLK;1663;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/north-east-falklands-malvinas-right-whale-wintering-area-imma
IMMA;Northeast of Santa Cruz Province IMMA;30SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, D1;Arctocephalus australis, Otaria byronia, Cephalorhynchus commersonii commersonii, Cephalorhynchus eutropia;4;Orcinus orca, Eubalaena australis, Lagenorhynchus australis, Mirounga leonina;4;South West Atlantic Ocean;SWATLO;Argentina;ARG;2297;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/northeast-of-santa-cruz-province-imma
IMMA;Northeastern Brazil Antarctic Minke Whale Breeding Habitat IMMA;06SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, D1, D2;Balaenoptera bonaerensis, Balaenoptera borealis, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Stenella attenuata, Stenella clymene, Stenella longirostris;8;Tursiops truncatus, Globicephala macrorhynchus, Peponocephala electra;3;South West Atlantic Ocean;SWATLO;Brazil;BRA;74261;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/northeastern-brazil-antarctic-minke-whale-breeding-habitat-imma
IMMA;Northern Adriatic IMMA;19MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, D1;Tursiops truncatus;1;;;Mediterranean;MEDSEA;Croatia, Italy, Slovenia;HRV, ITA, SVN;33437;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/northern-adriatic/
